I,J,Latitude,Longitude,Altitude
39,73,38.4044,5.90768,0.0
39,74,38.4075,6.11996,0.0
39,75,38.4101,6.33224,0.0
39,76,38.4124,6.54453,0.0
39,77,38.4141,6.75684,0.0
39,78,38.4154,6.96918,0.0
39,79,38.4163,7.18149,0.0
39,80,38.4168,7.39383,0.0
39,81,38.4168,7.60617,0.0
39,82,38.4163,7.81851,0.0
39,83,38.4154,8.03082,0.0
39,84,38.4141,8.24316,0.0
39,85,38.4124,8.45547,0.0
39,86,38.4101,8.66776,0.0
39,87,38.4075,8.88004,0.0
39,88,38.4044,9.09232,0.0
39,89,38.4009,9.30453,0.0
39,90,38.3969,9.51675,0.0
39,91,38.3925,9.72894,0.0
39,92,38.3877,9.9411,0.0
39,93,38.3824,10.1532,0.0
39,94,38.3766,10.3653,0.0
39,95,38.3705,10.5774,0.0
39,96,38.3638,10.7893,0.0
39,97,38.3568,11.0013,0.0
39,98,38.3493,11.2132,0.0
39,99,38.3414,11.425,0.0
39,100,38.333,11.6369,0.0
40,0,37.1677,-9.3837,0.0
40,1,37.2022,-9.18002,0.0
40,2,37.2363,-8.97614,20.5
40,3,37.27,-8.772,115.8
40,4,37.3033,-8.56766,184.2
40,5,37.3362,-8.36313,206.1
40,6,37.3686,-8.15836,294.6
40,7,37.4007,-7.9534,338.1
40,8,37.4323,-7.74823,243.7
40,9,37.4635,-7.54285,150.6
40,10,37.4943,-7.33728,144.8
40,11,37.5247,-7.1315,148.8
40,12,37.5546,-6.92554,149.4
40,13,37.5842,-6.71939,218.6
40,14,37.6133,-6.51303,285.8
40,15,37.642,-6.30649,277.3
40,16,37.6703,-6.09976,233.9
40,17,37.6982,-5.89285,211.1
40,18,37.7256,-5.68576,238.4
40,19,37.7526,-5.47849,238.4
40,20,37.7792,-5.27106,191.2
40,21,37.8054,-5.06345,198.9
40,22,37.8312,-4.85565,225.1
40,23,37.8565,-4.64771,213.2
40,24,37.8814,-4.43958,226.7
40,25,37.9058,-4.23129,282.0
40,26,37.9299,-4.02286,320.8
40,27,37.9535,-3.81424,342.5
40,28,37.9767,-3.6055,415.0
40,29,37.9995,-3.39661,479.4
40,30,38.0218,-3.18753,576.3
40,31,38.0437,-2.97833,904.1
40,32,38.0652,-2.76898,1310.5
40,33,38.0863,-2.55951,1464.8
40,34,38.1069,-2.34988,1365.3
40,35,38.127,-2.14011,1172.0
40,36,38.1468,-1.93021,861.9
40,37,38.1661,-1.72018,530.0
40,38,38.185,-1.51004,362.1
40,39,38.2035,-1.29977,325.6
40,40,38.2215,-1.08936,326.1
40,41,38.2391,-0.878845,251.8
40,42,38.2562,-0.668213,108.4
40,43,38.273,-0.457458,4.6
40,44,38.2892,-0.246613,0.0
40,45,38.3051,-0.0356445,0.0
40,46,38.3205,0.175446,0.0
40,47,38.3355,0.386627,0.5
40,48,38.35,0.5979,0.2
40,49,38.3641,0.809265,0.0
40,50,38.3778,1.02072,0.0
40,51,38.391,1.23227,0.0
40,52,38.4038,1.44391,0.0
40,53,38.4161,1.65564,0.0
40,54,38.4281,1.86746,0.0
40,55,38.4395,2.07935,0.0
40,56,38.4506,2.29129,0.0
40,57,38.4612,2.50333,0.0
40,58,38.4713,2.71545,0.0
40,59,38.481,2.92761,0.0
40,60,38.4903,3.13986,0.0
40,61,38.4991,3.35217,0.0
40,62,38.5075,3.56451,0.0
40,63,38.5155,3.77692,0.0
40,64,38.523,3.98941,0.0
40,65,38.5301,4.2019,0.0
40,66,38.5367,4.41449,0.0
40,67,38.5429,4.62708,0.0
40,68,38.5487,4.83972,0.0
40,69,38.554,5.0524,0.0
40,70,38.5588,5.26514,0.0
40,71,38.5633,5.47787,0.0
40,72,38.5672,5.69064,0.0
40,73,38.5708,5.90347,0.0
40,74,38.5739,6.11627,0.0
40,75,38.5765,6.32913,0.0
40,76,38.5787,6.54199,0.0
40,77,38.5805,6.75488,0.0
40,78,38.5818,6.96774,0.0
40,79,38.5827,7.18066,0.0
40,80,38.5832,7.39355,0.0
40,81,38.5832,7.60645,0.0
40,82,38.5827,7.81934,0.0
40,83,38.5818,8.03226,0.0
40,84,38.5805,8.24512,0.1
40,85,38.5787,8.45801,0.0
40,86,38.5765,8.67087,0.0
40,87,38.5739,8.88373,0.0
40,88,38.5708,9.09653,0.0
40,89,38.5672,9.30936,0.4
40,90,38.5633,9.52213,0.0
40,91,38.5588,9.73486,0.0
40,92,38.554,9.9476,0.0
40,93,38.5487,10.1603,0.0
40,94,38.5429,10.3729,0.0
40,95,38.5367,10.5855,0.0
40,96,38.5301,10.7981,0.0
40,97,38.523,11.0106,0.0
40,98,38.5155,11.2231,0.0
40,99,38.5075,11.4355,0.0
40,100,38.4991,11.6478,0.0
41,0,37.3299,-9.4274,0.1
41,1,37.3645,-9.22321,0.0
41,2,37.3987,-9.0188,3.5
41,3,37.4325,-8.81418,74.4
41,4,37.4659,-8.60934,164.5
41,5,37.4989,-8.4043,217.1
41,6,37.5315,-8.19904,260.6
41,7,37.5636,-7.99356,251.9
41,8,37.5953,-7.7879,182.5
41,9,37.6266,-7.582,141.3
41,10,37.6575,-7.37595,162.9
41,11,37.688,-7.16965,207.0
41,12,37.718,-6.96317,256.5
41,13,37.7477,-6.7565,349.8
41,14,37.7769,-6.54962,425.8
41,15,37.8057,-6.34256,434.3
41,16,37.834,-6.13531,408.1
41,17,37.862,-5.92789,399.8
41,18,37.8895,-5.72028,460.0
41,19,37.9166,-5.51248,447.4
41,20,37.9433,-5.30453,374.1
41,21,37.9695,-5.09637,407.2
41,22,37.9954,-4.88806,422.2
41,23,38.0208,-4.6796,354.3
41,24,38.0457,-4.47095,327.8
41,25,38.0703,-4.26212,350.8
41,26,38.0944,-4.05316,369.4
41,27,38.1181,-3.84402,373.7
41,28,38.1414,-3.63474,397.6
41,29,38.1642,-3.42529,472.4
41,30,38.1866,-3.2157,564.1
41,31,38.2086,-3.00595,691.7
41,32,38.2301,-2.79605,962.5
41,33,38.2512,-2.58603,1221.6
41,34,38.2719,-2.37585,1207.9
41,35,38.2921,-2.16556,1017.2
41,36,38.3119,-1.95514,746.6
41,37,38.3313,-1.74457,479.6
41,38,38.3503,-1.53384,411.0
41,39,38.3688,-1.32303,503.6
41,40,38.3868,-1.11209,569.2
41,41,38.4045,-0.901001,516.4
41,42,38.4217,-0.689819,404.9
41,43,38.4385,-0.478546,285.7
41,44,38.4548,-0.26712,161.4
41,45,38.4707,-0.055603,58.7
41,46,38.4862,0.156036,6.3
41,47,38.5012,0.367737,0.0
41,48,38.5158,0.57959,0.0
41,49,38.5299,0.791504,0.1
41,50,38.5436,1.00351,0.0
41,51,38.5569,1.21564,0.0
41,52,38.5697,1.42783,0.2
41,53,38.5821,1.64011,0.6
41,54,38.594,1.85248,0.6
41,55,38.6056,2.06494,0.0
41,56,38.6166,2.27747,0.0
41,57,38.6273,2.49005,0.0
41,58,38.6374,2.70273,0.0
41,59,38.6472,2.91547,0.0
41,60,38.6565,3.12827,0.0
41,61,38.6653,3.34113,0.0
41,62,38.6738,3.55405,0.0
41,63,38.6818,3.76703,0.0
41,64,38.6893,3.98004,0.0
41,65,38.6964,4.19312,0.0
41,66,38.703,4.40625,0.0
41,67,38.7092,4.61942,0.0
41,68,38.715,4.83264,0.0
41,69,38.7203,5.0459,0.0
41,70,38.7252,5.25919,0.0
41,71,38.7296,5.4725,0.0
41,72,38.7336,5.68582,0.0
41,73,38.7372,5.8992,0.0
41,74,38.7403,6.11261,0.0
41,75,38.743,6.32602,0.0
41,76,38.7452,6.53943,0.0
41,77,38.747,6.7529,0.0
41,78,38.7483,6.96634,0.0
41,79,38.7492,7.17981,0.0
41,80,38.7496,7.39328,0.0
41,81,38.7496,7.60672,0.0
41,82,38.7492,7.82019,0.0
41,83,38.7483,8.03366,0.0
41,84,38.747,8.24713,0.0
41,85,38.7452,8.46057,0.0
41,86,38.743,8.67398,0.0
41,87,38.7403,8.88739,0.0
41,88,38.7372,9.1008,0.0
41,89,38.7336,9.31418,0.2
41,90,38.7296,9.5275,0.0
41,91,38.7252,9.74081,0.0
41,92,38.7203,9.9541,0.0
41,93,38.715,10.1674,0.0
41,94,38.7092,10.3806,0.0
41,95,38.703,10.5938,0.0
41,96,38.6964,10.8069,0.0
41,97,38.6893,11.02,0.0
41,98,38.6818,11.233,0.0
41,99,38.6738,11.446,0.0
41,100,38.6653,11.6589,0.0
42,0,37.4922,-9.47131,0.0
42,1,37.5269,-9.26663,0.0
42,2,37.5612,-9.06171,0.0
42,3,37.5951,-8.8566,21.4
42,4,37.6286,-8.65125,100.0
42,5,37.6617,-8.44571,171.1
42,6,37.6943,-8.23993,195.0
42,7,37.7266,-8.03397,189.4
42,8,37.7584,-7.82776,160.4
42,9,37.7898,-7.62137,148.5
42,10,37.8208,-7.41479,185.2
42,11,37.8513,-7.20798,260.1
42,12,37.8815,-7.00098,365.7
42,13,37.9112,-6.79379,481.1
42,14,37.9405,-6.58643,553.0
42,15,37.9694,-6.37885,565.5
42,16,37.9978,-6.17108,537.1
42,17,38.0258,-5.9631,528.8
42,18,38.0535,-5.75497,561.4
42,19,38.0806,-5.54666,531.5
42,20,38.1074,-5.33817,518.5
42,21,38.1337,-5.12949,586.6
42,22,38.1596,-4.92065,599.2
42,23,38.1851,-4.71164,563.8
42,24,38.2101,-4.50247,568.0
42,25,38.2348,-4.29312,600.7
42,26,38.2589,-4.08362,592.7
42,27,38.2827,-3.87393,583.2
42,28,38.306,-3.66409,619.6
42,29,38.3289,-3.45413,642.3
42,30,38.3514,-3.24399,671.3
42,31,38.3735,-3.03372,705.3
42,32,38.3951,-2.82327,779.7
42,33,38.4162,-2.6127,987.0
42,34,38.437,-2.40201,1106.1
42,35,38.4573,-2.19116,963.6
42,36,38.4771,-1.98016,751.9
42,37,38.4966,-1.76904,609.9
42,38,38.5156,-1.5578,586.8
42,39,38.5342,-1.34644,659.2
42,40,38.5523,-1.13492,668.7
42,41,38.57,-0.923309,641.7
42,42,38.5872,-0.711578,689.3
42,43,38.604,-0.499725,704.9
42,44,38.6204,-0.28775,555.7
42,45,38.6364,-0.0756836,274.1
42,46,38.6519,0.136505,53.4
42,47,38.6669,0.348785,0.0
42,48,38.6816,0.561157,0.0
42,49,38.6958,0.773651,0.0
42,50,38.7095,0.986237,0.6
42,51,38.7228,1.19891,6.8
42,52,38.7357,1.41165,10.0
42,53,38.7481,1.62451,3.9
42,54,38.7601,1.83743,0.0
42,55,38.7716,2.05045,0.0
42,56,38.7827,2.26355,0.0
42,57,38.7934,2.47668,0.0
42,58,38.8036,2.68994,0.0
42,59,38.8134,2.90323,0.0
42,60,38.8227,3.11661,0.0
42,61,38.8316,3.33002,0.0
42,62,38.8401,3.54352,0.0
42,63,38.8481,3.75705,0.0
42,64,38.8556,3.97064,0.0
42,65,38.8627,4.1843,0.0
42,66,38.8694,4.39801,0.0
42,67,38.8756,4.61172,0.0
42,68,38.8814,4.8255,0.0
42,69,38.8867,5.03934,0.0
42,70,38.8917,5.25317,0.0
42,71,38.8961,5.46707,0.0
42,72,38.9001,5.681,0.0
42,73,38.9037,5.89493,0.0
42,74,38.9068,6.10889,0.0
42,75,38.9094,6.32288,0.0
42,76,38.9117,6.53687,0.0
42,77,38.9135,6.75089,0.0
42,78,38.9148,6.9649,0.0
42,79,38.9157,7.17896,0.0
42,80,38.9161,7.39297,0.0
42,81,38.9161,7.60703,0.0
42,82,38.9157,7.82104,0.0
42,83,38.9148,8.0351,0.5
42,84,38.9135,8.24911,0.0
42,85,38.9117,8.46313,5.8
42,86,38.9094,8.67712,70.5
42,87,38.9068,8.89111,105.7
42,88,38.9037,9.10507,29.9
42,89,38.9001,9.319,0.0
42,90,38.8961,9.53293,0.0
42,91,38.8917,9.74683,0.0
42,92,38.8867,9.96066,0.5
42,93,38.8814,10.1745,0.0
42,94,38.8756,10.3883,0.0
42,95,38.8694,10.602,0.0
42,96,38.8627,10.8157,0.0
42,97,38.8556,11.0294,0.0
42,98,38.8481,11.243,0.0
42,99,38.8401,11.4565,0.0
42,100,38.8316,11.67,0.0
43,0,37.6545,-9.51544,0.0
43,1,37.6894,-9.31024,0.0
43,2,37.7238,-9.10486,0.0
43,3,37.7578,-8.89923,20.9
43,4,37.7913,-8.69339,93.5
43,5,37.8245,-8.4873,126.2
43,6,37.8573,-8.28104,130.2
43,7,37.8896,-8.07455,155.9
43,8,37.9215,-7.86786,160.3
43,9,37.953,-7.66095,154.8
43,10,37.9841,-7.45383,187.0
43,11,38.0147,-7.24652,250.4
43,12,38.0449,-7.039,342.1
43,13,38.0748,-6.8313,456.2
43,14,38.1041,-6.62338,554.9
43,15,38.1331,-6.41528,595.5
43,16,38.1616,-6.207,589.7
43,17,38.1897,-5.99854,580.0
43,18,38.2174,-5.78986,562.5
43,19,38.2447,-5.58102,544.0
43,20,38.2715,-5.37198,572.6
43,21,38.2979,-5.16278,611.3
43,22,38.3239,-4.9534,619.5
43,23,38.3495,-4.74387,637.1
43,24,38.3746,-4.53415,694.0
43,25,38.3993,-4.32428,757.6
43,26,38.4236,-4.11423,742.0
43,27,38.4474,-3.90402,725.7
43,28,38.4708,-3.69363,780.9
43,29,38.4938,-3.48312,794.8
43,30,38.5163,-3.27243,790.0
43,31,38.5384,-3.06161,810.4
43,32,38.5601,-2.85065,826.9
43,33,38.5813,-2.63953,958.4
43,34,38.6021,-2.42828,1134.6
43,35,38.6225,-2.21686,1083.7
43,36,38.6424,-2.00534,896.2
43,37,38.6619,-1.79367,787.1
43,38,38.6809,-1.58188,780.9
43,39,38.6996,-1.36993,797.4
43,40,38.7177,-1.1579,748.2
43,41,38.7355,-0.945709,695.4
43,42,38.7528,-0.733429,684.8
43,43,38.7697,-0.521027,676.7
43,44,38.7861,-0.308502,573.3
43,45,38.8021,-0.0958557,301.4
43,46,38.8176,0.116882,61.2
43,47,38.8328,0.329712,0.0
43,48,38.8474,0.542664,0.0
43,49,38.8617,0.755707,0.0
43,50,38.8754,0.968842,0.2
43,51,38.8888,1.1821,22.1
43,52,38.9017,1.39542,41.0
43,53,38.9142,1.60883,20.4
43,54,38.9262,1.82233,0.0
43,55,38.9378,2.03589,0.0
43,56,38.9489,2.24954,0.0
43,57,38.9596,2.46326,0.0
43,58,38.9698,2.67706,0.1
43,59,38.9796,2.89093,0.0
43,60,38.989,3.10486,0.0
43,61,38.9979,3.31888,0.0
43,62,39.0064,3.53293,0.1
43,63,39.0144,3.74704,0.0
43,64,39.022,3.96121,0.0
43,65,39.0291,4.17542,0.0
43,66,39.0358,4.38968,0.0
43,67,39.0421,4.604,0.0
43,68,39.0479,4.81836,0.0
43,69,39.0532,5.03275,0.0
43,70,39.0581,5.24716,0.0
43,71,39.0626,5.46164,0.0
43,72,39.0666,5.67612,0.0
43,73,39.0702,5.89062,0.0
43,74,39.0733,6.10516,0.0
43,75,39.076,6.31973,0.0
43,76,39.0782,6.5343,0.0
43,77,39.08,6.74887,0.0
43,78,39.0813,6.96347,0.0
43,79,39.0822,7.17807,0.0
43,80,39.0827,7.3927,0.0
43,81,39.0827,7.6073,0.0
43,82,39.0822,7.82193,0.0
43,83,39.0813,8.03653,0.0
43,84,39.08,8.25113,1.5
43,85,39.0782,8.4657,38.6
43,86,39.076,8.68027,180.4
43,87,39.0733,8.89484,227.6
43,88,39.0702,9.10938,67.2
43,89,39.0666,9.32388,0.9
43,90,39.0626,9.53836,25.5
43,91,39.0581,9.75284,6.9
43,92,39.0532,9.96725,0.0
43,93,39.0479,10.1816,0.0
43,94,39.0421,10.396,0.0
43,95,39.0358,10.6103,0.0
43,96,39.0291,10.8246,0.0
43,97,39.022,11.0388,0.0
43,98,39.0144,11.253,0.0
43,99,39.0064,11.4671,0.0
43,100,38.9979,11.6811,0.0
44,0,37.8169,-9.55978,0.0
44,1,37.8518,-9.35413,0.0
44,2,37.8863,-9.14819,0.0
44,3,37.9204,-8.94208,17.8
44,4,37.9541,-8.73572,89.7
44,5,37.9874,-8.52914,113.5
44,6,38.0202,-8.32236,92.3
44,7,38.0527,-8.11536,123.4
44,8,38.0847,-7.90814,171.1
44,9,38.1162,-7.70071,177.9
44,10,38.1474,-7.4931,171.6
44,11,38.1781,-7.28525,191.1
44,12,38.2085,-7.07724,264.8
44,13,38.2384,-6.86899,387.3
44,14,38.2678,-6.66055,487.1
44,15,38.2969,-6.45193,531.3
44,16,38.3255,-6.24313,551.9
44,17,38.3537,-6.03412,546.8
44,18,38.3815,-5.82492,545.2
44,19,38.4088,-5.61554,568.0
44,20,38.4357,-5.40598,572.5
44,21,38.4622,-5.19626,554.8
44,22,38.4883,-4.98633,539.8
44,23,38.5139,-4.77625,561.1
44,24,38.5391,-4.56601,657.4
44,25,38.5639,-4.35559,746.7
44,26,38.5882,-4.14499,749.2
44,27,38.6121,-3.93423,737.5
44,28,38.6356,-3.72333,750.6
44,29,38.6586,-3.51227,765.3
44,30,38.6812,-3.30106,789.7
44,31,38.7034,-3.08966,847.8
44,32,38.7251,-2.87814,915.9
44,33,38.7464,-2.66647,987.3
44,34,38.7673,-2.45468,1057.6
44,35,38.7877,-2.24274,1011.0
44,36,38.8077,-2.03064,867.1
44,37,38.8272,-1.81842,809.0
44,38,38.8464,-1.60608,867.1
44,39,38.865,-1.39359,898.5
44,40,38.8833,-1.18097,857.1
44,41,38.9011,-0.968262,759.3
44,42,38.9184,-0.755402,529.1
44,43,38.9354,-0.542419,331.4
44,44,38.9518,-0.329346,253.6
44,45,38.9679,-0.11615,115.1
44,46,38.9835,0.0971375,7.3
44,47,38.9986,0.310547,0.0
44,48,39.0133,0.524078,0.0
44,49,39.0276,0.737671,0.0
44,50,39.0414,0.951385,0.0
44,51,39.0548,1.16519,16.7
44,52,39.0678,1.37906,44.1
44,53,39.0803,1.59305,29.3
44,54,39.0923,1.8071,2.2
44,55,39.1039,2.02124,0.0
44,56,39.1151,2.23547,0.0
44,57,39.1258,2.44977,0.0
44,58,39.1361,2.66412,0.0
44,59,39.146,2.87857,2.4
44,60,39.1553,3.09308,0.0
44,61,39.1643,3.30765,0.0
44,62,39.1728,3.52228,0.0
44,63,39.1808,3.73697,0.2
44,64,39.1884,3.95172,0.0
44,65,39.1956,4.1665,0.0
44,66,39.2023,4.38135,0.0
44,67,39.2086,4.59622,0.0
44,68,39.2144,4.81116,0.0
44,69,39.2198,5.02612,0.0
44,70,39.2247,5.24112,0.0
44,71,39.2292,5.45615,0.0
44,72,39.2332,5.6712,0.0
44,73,39.2368,5.88629,0.0
44,74,39.2399,6.10141,0.0
44,75,39.2426,6.31656,0.0
44,76,39.2448,6.53171,0.0
44,77,39.2466,6.74686,0.0
44,78,39.248,6.96204,0.0
44,79,39.2489,7.17722,0.0
44,80,39.2493,7.3924,0.0
44,81,39.2493,7.6076,0.0
44,82,39.2489,7.82278,0.0
44,83,39.248,8.03796,0.0
44,84,39.2466,8.25314,20.7
44,85,39.2448,8.46829,151.8
44,86,39.2426,8.68344,257.1
44,87,39.2399,8.89859,171.5
44,88,39.2368,9.11371,105.0
44,89,39.2332,9.3288,177.4
44,90,39.2292,9.54385,130.2
44,91,39.2247,9.75888,13.4
44,92,39.2198,9.97388,0.0
44,93,39.2144,10.1888,0.0
44,94,39.2086,10.4038,0.0
44,95,39.2023,10.6187,0.0
44,96,39.1956,10.8335,0.0
44,97,39.1884,11.0483,0.0
44,98,39.1808,11.263,0.0
44,99,39.1728,11.4777,0.0
44,100,39.1643,11.6924,0.0
45,0,37.9793,-9.60437,0.0
45,1,38.0144,-9.39819,0.1
45,2,38.049,-9.19177,0.0
45,3,38.0832,-8.98514,2.8
45,4,38.1169,-8.77829,60.6
45,5,38.1503,-8.5712,104.3
45,6,38.1832,-8.36389,83.8
45,7,38.2158,-8.15637,107.7
45,8,38.2479,-7.94864,190.3
45,9,38.2795,-7.74069,226.7
45,10,38.3108,-7.53256,192.1
45,11,38.3416,-7.32419,172.7
45,12,38.372,-7.11563,257.0
45,13,38.402,-6.90689,403.7
45,14,38.4316,-6.69794,477.1
45,15,38.4607,-6.48877,469.6
45,16,38.4894,-6.27942,462.3
45,17,38.5177,-6.06989,468.7
45,18,38.5456,-5.86017,508.5
45,19,38.573,-5.65027,545.6
45,20,38.6,-5.44016,532.6
45,21,38.6265,-5.22989,496.8
45,22,38.6527,-5.01944,467.8
45,23,38.6784,-4.80884,499.4
45,24,38.7036,-4.59802,606.9
45,25,38.7285,-4.38705,688.8
45,26,38.7529,-4.17593,705.6
45,27,38.7769,-3.96463,697.4
45,28,38.8004,-3.75317,681.8
45,29,38.8235,-3.54156,691.2
45,30,38.8462,-3.3298,727.8
45,31,38.8684,-3.11789,802.6
45,32,38.8902,-2.90579,896.2
45,33,38.9116,-2.69357,960.6
45,34,38.9325,-2.48123,961.6
45,35,38.953,-2.26874,856.2
45,36,38.973,-2.05609,728.8
45,37,38.9926,-1.84329,713.8
45,38,39.0118,-1.6304,807.5
45,39,39.0306,-1.41736,889.4
45,40,39.0488,-1.20419,869.9
45,41,39.0667,-0.990906,734.9
45,42,39.0841,-0.777496,451.9
45,43,39.1011,-0.563965,172.9
45,44,39.1176,-0.350311,60.1
45,45,39.1337,-0.136566,8.0
45,46,39.1493,0.077301,0.0
45,47,39.1645,0.29129,0.0
45,48,39.1793,0.505371,0.3
45,49,39.1936,0.719543,0.1
45,50,39.2075,0.933807,0.0
45,51,39.2209,1.14819,1.9
45,52,39.2339,1.36264,10.7
45,53,39.2464,1.57718,9.4
45,54,39.2585,1.79181,1.4
45,55,39.2702,2.00653,0.0
45,56,39.2814,2.22131,0.0
45,57,39.2921,2.43619,0.0
45,58,39.3024,2.65112,0.0
45,59,39.3123,2.86615,22.1
45,60,39.3217,3.08124,31.8
45,61,39.3307,3.29639,12.7
45,62,39.3392,3.51157,0.0
45,63,39.3473,3.72684,0.0
45,64,39.3549,3.94217,0.1
45,65,39.3621,4.15753,0.0
45,66,39.3688,4.37296,0.0
45,67,39.3751,4.58841,0.0
45,68,39.3809,4.80389,0.0
45,69,39.3863,5.01944,0.0
45,70,39.3913,5.23505,0.0
45,71,39.3958,5.45065,0.0
45,72,39.3998,5.66629,0.0
45,73,39.4034,5.88196,0.0
45,74,39.4065,6.09766,0.0
45,75,39.4092,6.31335,0.0
45,76,39.4115,6.52908,0.0
45,77,39.4133,6.74484,0.0
45,78,39.4146,6.96057,0.0
45,79,39.4155,7.17636,0.0
45,80,39.416,7.39212,0.0
45,81,39.416,7.60788,0.0
45,82,39.4155,7.82364,0.0
45,83,39.4146,8.03943,0.0
45,84,39.4133,8.25516,43.1
45,85,39.4115,8.47092,236.0
45,86,39.4092,8.68665,267.8
45,87,39.4065,8.90234,112.6
45,88,39.4034,9.11804,194.0
45,89,39.3998,9.33371,351.5
45,90,39.3958,9.54935,202.8
45,91,39.3913,9.76495,13.3
45,92,39.3863,9.98056,0.0
45,93,39.3809,10.1961,0.0
45,94,39.3751,10.4116,0.0
45,95,39.3688,10.627,0.0
45,96,39.3621,10.8425,0.0
45,97,39.3549,11.0578,0.0
45,98,39.3473,11.2732,0.0
45,99,39.3392,11.4884,0.0
45,100,39.3307,11.7036,0.0
46,0,38.1418,-9.6492,0.0
46,1,38.1769,-9.4425,0.0
46,2,38.2116,-9.2356,1.7
46,3,38.2459,-9.02844,3.6
46,4,38.2798,-8.82104,23.9
46,5,38.3133,-8.61346,57.0
46,6,38.3463,-8.40564,86.5
46,7,38.3789,-8.1976,151.7
46,8,38.4111,-7.98935,222.9
46,9,38.4429,-7.78088,243.8
46,10,38.4742,-7.57224,223.0
46,11,38.5051,-7.36334,198.2
46,12,38.5356,-7.15427,246.6
46,13,38.5657,-6.94498,353.8
46,14,38.5954,-6.73547,393.2
46,15,38.6246,-6.52582,365.9
46,16,38.6534,-6.31592,355.8
46,17,38.6817,-6.10587,381.5
46,18,38.7097,-5.8956,427.7
46,19,38.7372,-5.68515,447.0
46,20,38.7642,-5.47452,449.3
46,21,38.7909,-5.2637,457.9
46,22,38.8171,-5.05273,468.9
46,23,38.8429,-4.84155,530.4
46,24,38.8682,-4.63022,615.3
46,25,38.8932,-4.4187,658.4
46,26,38.9176,-4.20703,666.1
46,27,38.9417,-3.99518,647.9
46,28,38.9653,-3.78317,628.7
46,29,38.9885,-3.57101,636.3
46,30,39.0112,-3.3587,669.1
46,31,39.0335,-3.14624,723.4
46,32,39.0554,-2.93359,787.4
46,33,39.0768,-2.72083,842.9
46,34,39.0978,-2.5079,844.1
46,35,39.1183,-2.29486,769.8
46,36,39.1384,-2.08167,698.3
46,37,39.1581,-1.86832,683.7
46,38,39.1773,-1.65485,702.3
46,39,39.1961,-1.44125,727.4
46,40,39.2145,-1.22751,716.9
46,41,39.2324,-1.01367,648.2
46,42,39.2498,-0.799683,470.7
46,43,39.2669,-0.585602,192.8
46,44,39.2834,-0.371399,14.5
46,45,39.2996,-0.157074,0.0
46,46,39.3153,0.057373,0.0
46,47,39.3305,0.271912,0.1
46,48,39.3453,0.486572,0.0
46,49,39.3597,0.701294,0.0
46,50,39.3736,0.916138,0.3
46,51,39.387,1.1311,0.0
46,52,39.4001,1.34613,0.0
46,53,39.4126,1.56125,0.0
46,54,39.4248,1.77646,0.0
46,55,39.4365,1.99173,0.0
46,56,39.4477,2.20709,5.4
46,57,39.4585,2.42255,29.1
46,58,39.4688,2.63806,57.2
46,59,39.4787,2.85367,83.3
46,60,39.4882,3.06931,91.1
46,61,39.4971,3.28503,61.5
46,62,39.5057,3.50082,15.0
46,63,39.5138,3.71667,0.0
46,64,39.5215,3.93256,0.0
46,65,39.5286,4.1485,0.0
46,66,39.5354,4.3645,0.0
46,67,39.5417,4.58054,0.0
46,68,39.5476,4.79663,0.0
46,69,39.553,5.01276,0.0
46,70,39.5579,5.22891,0.0
46,71,39.5624,5.4451,0.0
46,72,39.5665,5.66135,0.0
46,73,39.5701,5.87759,0.0
46,74,39.5732,6.09387,0.0
46,75,39.5759,6.31015,0.0
46,76,39.5782,6.52646,0.0
46,77,39.58,6.7428,0.0
46,78,39.5813,6.95914,0.0
46,79,39.5822,7.17548,0.0
46,80,39.5827,7.39182,0.0
46,81,39.5827,7.60818,0.0
46,82,39.5822,7.82452,0.0
46,83,39.5813,8.04086,0.0
46,84,39.58,8.2572,29.7
46,85,39.5782,8.47354,140.9
46,86,39.5759,8.68985,173.9
46,87,39.5732,8.90613,174.2
46,88,39.5701,9.12241,306.5
46,89,39.5665,9.33865,405.9
46,90,39.5624,9.5549,253.6
46,91,39.5579,9.77109,36.7
46,92,39.553,9.98724,0.0
46,93,39.5476,10.2034,0.0
46,94,39.5417,10.4195,0.0
46,95,39.5354,10.6355,0.0
46,96,39.5286,10.8515,0.0
46,97,39.5215,11.0674,0.0
46,98,39.5138,11.2833,0.0
46,99,39.5057,11.4992,0.0
46,100,39.4971,11.715,0.0
47,0,38.3043,-9.69424,0.1
47,1,38.3395,-9.48703,0.0
47,2,38.3743,-9.2796,6.0
47,3,38.4087,-9.07196,22.4
47,4,38.4427,-8.86404,21.9
47,5,38.4762,-8.65594,35.2
47,6,38.5094,-8.4476,102.1
47,7,38.5421,-8.23904,205.7
47,8,38.5744,-8.03027,264.4
47,9,38.6062,-7.82129,263.9
47,10,38.6377,-7.61209,270.3
47,11,38.6687,-7.40268,263.2
47,12,38.6993,-7.19308,240.9
47,13,38.7295,-6.98328,244.9
47,14,38.7592,-6.77325,249.2
47,15,38.7885,-6.56302,251.8
47,16,38.8174,-6.35263,273.8
47,17,38.8458,-6.142,298.5
47,18,38.8738,-5.93121,316.6
47,19,38.9014,-5.72021,331.3
47,20,38.9286,-5.50906,355.8
47,21,38.9553,-5.2977,405.3
47,22,38.9816,-5.08618,485.4
47,23,39.0074,-4.87445,575.3
47,24,39.0329,-4.66257,634.3
