I,J,Latitude,Longitude,Altitude
17,62,34.7023,3.79099,1144.7
17,63,34.7097,3.99121,1074.3
17,64,34.7167,4.19147,936.1
17,65,34.7233,4.39178,798.4
17,66,34.7295,4.59213,672.7
17,67,34.7353,4.79251,504.5
17,68,34.7407,4.99295,342.7
17,69,34.7456,5.19339,236.5
17,70,34.7502,5.39386,169.1
17,71,34.7543,5.59436,109.6
17,72,34.758,5.79489,64.0
17,73,34.7613,5.99545,93.0
17,74,34.7642,6.19601,156.5
17,75,34.7667,6.39661,166.4
17,76,34.7687,6.5972,188.2
17,77,34.7704,6.79782,286.0
17,78,34.7716,6.99844,392.2
17,79,34.7725,7.19907,489.7
17,80,34.7729,7.39969,612.6
17,81,34.7729,7.60031,735.5
17,82,34.7725,7.80093,846.6
17,83,34.7716,8.00156,881.5
17,84,34.7704,8.20218,810.9
17,85,34.7687,8.4028,717.1
17,86,34.7667,8.60339,633.9
17,87,34.7642,8.80399,558.3
17,88,34.7613,9.00455,500.5
17,89,34.758,9.20511,448.2
17,90,34.7543,9.40564,383.8
17,91,34.7502,9.60614,293.6
17,92,34.7456,9.80661,184.7
17,93,34.7407,10.007,138.8
17,94,34.7353,10.2075,148.6
17,95,34.7295,10.4079,121.7
17,96,34.7233,10.6082,58.9
17,97,34.7167,10.8085,10.6
17,98,34.7097,11.0088,0.1
17,99,34.7023,11.209,0.3
17,100,34.6945,11.4092,0.1
18,0,33.612,-8.47592,0.0
18,1,33.6443,-8.28259,0.0
18,2,33.6763,-8.08908,0.0
18,3,33.7079,-7.89539,0.0
18,4,33.739,-7.70148,0.0
18,5,33.7699,-7.50742,5.8
18,6,33.8003,-7.3132,24.4
18,7,33.8303,-7.11877,63.1
18,8,33.8599,-6.92419,112.0
18,9,33.8892,-6.72943,157.0
18,10,33.918,-6.53448,217.6
18,11,33.9465,-6.33939,282.1
18,12,33.9746,-6.1441,268.8
18,13,34.0023,-5.94867,236.7
18,14,34.0295,-5.75308,315.5
18,15,34.0564,-5.55734,398.5
18,16,34.0829,-5.36142,373.2
18,17,34.109,-5.16534,332.0
18,18,34.1347,-4.96915,326.4
18,19,34.16,-4.77277,327.1
18,20,34.185,-4.57623,359.7
18,21,34.2095,-4.37958,490.1
18,22,34.2336,-4.18277,674.0
18,23,34.2573,-3.98581,717.6
18,24,34.2806,-3.78873,630.8
18,25,34.3036,-3.59149,543.1
18,26,34.3261,-3.3941,435.8
18,27,34.3482,-3.19662,361.6
18,28,34.3699,-2.99899,405.6
18,29,34.3912,-2.80121,594.4
18,30,34.4122,-2.60333,793.4
18,31,34.4327,-2.40533,875.1
18,32,34.4528,-2.20718,918.9
18,33,34.4725,-2.00894,953.3
18,34,34.4918,-1.81058,1075.5
18,35,34.5107,-1.61209,1224.3
18,36,34.5292,-1.41348,1203.7
18,37,34.5473,-1.21478,1160.7
18,38,34.565,-1.01596,1168.9
18,39,34.5823,-0.817047,1158.4
18,40,34.5991,-0.618011,1148.4
18,41,34.6156,-0.418884,1135.2
18,42,34.6317,-0.219666,1123.5
18,43,34.6473,-0.0203552,1112.6
18,44,34.6626,0.179047,1133.4
18,45,34.6774,0.378571,1165.4
18,46,34.6918,0.578156,1127.7
18,47,34.7059,0.777832,1061.4
18,48,34.7195,0.9776,1040.4
18,49,34.7327,1.17743,1046.7
18,50,34.7454,1.37735,1050.0
18,51,34.7578,1.57736,1060.2
18,52,34.7698,1.77744,1064.7
18,53,34.7814,1.97757,1017.3
18,54,34.7925,2.1778,927.3
18,55,34.8033,2.37805,879.9
18,56,34.8136,2.5784,884.8
18,57,34.8235,2.77881,896.2
18,58,34.833,2.97928,938.2
18,59,34.8421,3.17981,1032.7
18,60,34.8508,3.38037,1132.1
18,61,34.8591,3.58099,1163.3
18,62,34.8669,3.78168,1129.4
18,63,34.8744,3.98242,1089.9
18,64,34.8814,4.18317,1035.8
18,65,34.888,4.38397,916.5
18,66,34.8942,4.58484,760.5
18,67,34.9,4.78574,648.1
18,68,34.9054,4.98663,533.3
18,69,34.9104,5.18759,370.2
18,70,34.9149,5.38858,245.1
18,71,34.9191,5.58957,201.7
18,72,34.9228,5.79062,265.9
18,73,34.9261,5.99167,466.5
18,74,34.929,6.19275,669.4
18,75,34.9315,6.39383,714.9
18,76,34.9336,6.59494,702.0
18,77,34.9352,6.79605,783.9
18,78,34.9365,6.99716,901.7
18,79,34.9373,7.1983,971.7
18,80,34.9377,7.39944,988.7
18,81,34.9377,7.60056,962.8
18,82,34.9373,7.8017,983.2
18,83,34.9365,8.00284,1009.2
18,84,34.9352,8.20395,939.8
18,85,34.9336,8.40506,850.6
18,86,34.9315,8.60617,776.9
18,87,34.929,8.80725,704.7
18,88,34.9261,9.00833,600.3
18,89,34.9228,9.20938,464.1
18,90,34.9191,9.41043,385.8
18,91,34.9149,9.61142,329.9
18,92,34.9104,9.81241,227.4
18,93,34.9054,10.0134,165.7
18,94,34.9,10.2143,163.0
18,95,34.8942,10.4152,143.1
18,96,34.888,10.616,97.4
18,97,34.8814,10.8168,39.0
18,98,34.8744,11.0176,1.7
18,99,34.8669,11.2183,0.0
18,100,34.8591,11.419,0.0
19,0,33.7729,-8.51508,0.0
19,1,33.8054,-8.32129,0.0
19,2,33.8374,-8.12735,0.0
19,3,33.8691,-7.9332,0.0
19,4,33.9004,-7.73886,0.0
19,5,33.9313,-7.54434,0.0
19,6,33.9618,-7.34964,0.0
19,7,33.9919,-7.15479,0.0
19,8,34.0216,-6.95972,14.5
19,9,34.051,-6.7645,64.5
19,10,34.0799,-6.56909,121.4
19,11,34.1085,-6.37354,149.8
19,12,34.1366,-6.1778,138.6
19,13,34.1644,-5.9819,121.6
19,14,34.1917,-5.78586,163.2
19,15,34.2187,-5.58963,211.7
19,16,34.2453,-5.39325,203.1
19,17,34.2715,-5.19672,209.7
19,18,34.2973,-5.00003,256.4
19,19,34.3226,-4.80319,295.6
19,20,34.3476,-4.6062,354.8
19,21,34.3722,-4.40906,492.6
19,22,34.3964,-4.21176,691.4
19,23,34.4202,-4.01434,819.1
19,24,34.4436,-3.81677,842.5
19,25,34.4666,-3.61905,830.2
19,26,34.4892,-3.4212,685.9
19,27,34.5114,-3.22324,445.9
19,28,34.5331,-3.02512,320.7
19,29,34.5545,-2.82687,396.6
19,30,34.5755,-2.62851,589.5
19,31,34.5961,-2.43002,739.6
19,32,34.6162,-2.23138,777.1
19,33,34.636,-2.03265,720.3
19,34,34.6554,-1.8338,730.5
19,35,34.6743,-1.63483,883.8
19,36,34.6929,-1.43576,1055.0
19,37,34.711,-1.23654,1154.1
19,38,34.7288,-1.03726,1123.7
19,39,34.7461,-0.83783,1029.1
19,40,34.763,-0.638336,986.9
19,41,34.7796,-0.438721,964.8
19,42,34.7957,-0.238983,925.1
19,43,34.8114,-0.0391846,917.3
19,44,34.8267,0.160706,985.9
19,45,34.8415,0.360718,1082.4
19,46,34.856,0.560791,1073.3
19,47,34.8701,0.760986,985.5
19,48,34.8837,0.961243,1009.7
19,49,34.897,1.16159,1102.9
19,50,34.9098,1.362,1137.9
19,51,34.9222,1.5625,1175.1
19,52,34.9342,1.76306,1197.5
19,53,34.9458,1.96371,1102.6
19,54,34.957,2.16443,941.4
19,55,34.9678,2.3652,848.9
19,56,34.9781,2.56604,842.1
19,57,34.9881,2.76697,854.9
19,58,34.9976,2.96793,873.3
19,59,35.0068,3.16895,906.7
19,60,35.0155,3.37003,957.9
19,61,35.0238,3.57117,1012.9
19,62,35.0316,3.77234,1023.1
19,63,35.0391,3.97357,1019.4
19,64,35.0462,4.17484,1011.6
19,65,35.0528,4.37616,899.0
19,66,35.059,4.57751,720.3
19,67,35.0648,4.7789,633.6
19,68,35.0702,4.98032,578.2
19,69,35.0752,5.18176,461.3
19,70,35.0798,5.38327,391.0
19,71,35.0839,5.58478,424.8
19,72,35.0877,5.78632,620.1
19,73,35.091,5.98788,926.5
19,74,35.0939,6.18945,1162.3
19,75,35.0964,6.39105,1288.5
19,76,35.0985,6.59265,1251.2
19,77,35.1001,6.79428,1127.7
19,78,35.1014,6.99591,1147.4
19,79,35.1022,7.19754,1219.1
19,80,35.1026,7.39917,1168.9
19,81,35.1026,7.60083,1079.3
19,82,35.1022,7.80246,1093.5
19,83,35.1014,8.00409,1139.5
19,84,35.1001,8.20572,1094.0
19,85,35.0985,8.40735,1012.7
19,86,35.0964,8.60895,913.3
19,87,35.0939,8.81055,798.7
19,88,35.091,9.01212,647.0
19,89,35.0877,9.21368,462.4
19,90,35.0839,9.41522,369.1
19,91,35.0798,9.61673,341.3
19,92,35.0752,9.81824,256.2
19,93,35.0702,10.0197,166.0
19,94,35.0648,10.2211,137.5
19,95,35.059,10.4225,125.2
19,96,35.0528,10.6238,103.3
19,97,35.0462,10.8252,58.3
19,98,35.0391,11.0264,11.6
19,99,35.0316,11.2277,0.0
19,100,35.0238,11.4288,0.0
20,0,33.934,-8.55444,0.0
20,1,33.9665,-8.3602,0.0
20,2,33.9987,-8.1658,0.0
20,3,34.0304,-7.97119,0.0
20,4,34.0618,-7.7764,0.0
20,5,34.0928,-7.58142,0.0
20,6,34.1234,-7.38629,0.0
20,7,34.1536,-7.19095,0.0
20,8,34.1834,-6.99542,0.0
20,9,34.2128,-6.79974,11.0
20,10,34.2419,-6.60388,38.5
20,11,34.2705,-6.40787,48.0
20,12,34.2987,-6.21167,40.5
20,13,34.3266,-6.01532,30.8
20,14,34.354,-5.81879,40.8
20,15,34.3811,-5.6221,76.6
20,16,34.4077,-5.42523,120.6
20,17,34.434,-5.22824,179.3
20,18,34.4599,-5.03107,265.4
20,19,34.4853,-4.83374,329.8
20,20,34.5104,-4.63629,422.8
20,21,34.535,-4.43866,652.7
20,22,34.5593,-4.24091,930.6
20,23,34.5832,-4.043,1106.2
20,24,34.6066,-3.84497,1114.4
20,25,34.6297,-3.64676,990.8
20,26,34.6523,-3.44846,792.0
20,27,34.6746,-3.24997,569.8
20,28,34.6964,-3.05139,393.5
20,29,34.7179,-2.85266,334.0
20,30,34.7389,-2.65381,431.2
20,31,34.7596,-2.45483,597.0
20,32,34.7798,-2.25574,665.4
20,33,34.7996,-2.05649,581.7
20,34,34.819,-1.85715,479.4
20,35,34.8381,-1.65768,504.8
20,36,34.8567,-1.45813,682.0
20,37,34.8749,-1.25842,839.8
20,38,34.8927,-1.05865,851.5
20,39,34.91,-0.858734,810.8
20,40,34.927,-0.658722,786.4
20,41,34.9436,-0.458618,753.1
20,42,34.9597,-0.258423,683.9
20,43,34.9755,-0.0581055,659.2
20,44,34.9908,0.142303,756.0
20,45,35.0058,0.342773,891.5
20,46,35.0203,0.543365,908.7
20,47,35.0344,0.744049,856.7
20,48,35.0481,0.944794,941.8
20,49,35.0614,1.14563,1088.8
20,50,35.0742,1.34656,1149.6
20,51,35.0867,1.54755,1203.3
20,52,35.0987,1.74863,1208.7
20,53,35.1104,1.94977,1065.6
20,54,35.1216,2.151,907.0
20,55,35.1324,2.35226,826.8
20,56,35.1428,2.55362,800.3
20,57,35.1528,2.75504,825.7
20,58,35.1623,2.95651,861.5
20,59,35.1715,3.15802,864.0
20,60,35.1802,3.35962,850.4
20,61,35.1885,3.56125,854.7
20,62,35.1964,3.76294,878.0
20,63,35.2039,3.96466,862.4
20,64,35.211,4.16644,755.7
20,65,35.2177,4.36826,633.4
20,66,35.2239,4.57013,554.0
20,67,35.2297,4.77203,501.7
20,68,35.2352,4.97397,464.2
20,69,35.2402,5.17593,436.7
20,70,35.2447,5.37793,502.9
20,71,35.2489,5.57996,672.2
20,72,35.2526,5.78198,891.6
20,73,35.256,5.98407,1182.7
20,74,35.2589,6.18613,1443.3
20,75,35.2614,6.38824,1543.3
20,76,35.2635,6.59036,1454.4
20,77,35.2651,6.79248,1268.6
20,78,35.2664,6.99463,1196.4
20,79,35.2672,7.19678,1207.8
20,80,35.2676,7.39893,1179.1
20,81,35.2676,7.60107,1153.6
20,82,35.2672,7.80322,1175.2
20,83,35.2664,8.00537,1176.5
20,84,35.2651,8.20752,1122.1
20,85,35.2635,8.40964,1045.2
20,86,35.2614,8.61176,947.6
20,87,35.2589,8.81387,850.2
20,88,35.256,9.01593,710.7
20,89,35.2526,9.21802,519.1
20,90,35.2489,9.42004,383.4
20,91,35.2447,9.62207,324.9
20,92,35.2402,9.82407,235.4
20,93,35.2352,10.026,136.4
20,94,35.2297,10.228,107.0
20,95,35.2239,10.4299,105.0
20,96,35.2177,10.6317,93.2
20,97,35.211,10.8336,59.9
20,98,35.2039,11.0353,17.6
20,99,35.1964,11.2371,0.0
20,100,35.1885,11.4388,0.0
21,0,34.0951,-8.59399,0.0
21,1,34.1277,-8.39932,0.0
21,2,34.16,-8.20444,0.0
21,3,34.1918,-8.00937,0.0
21,4,34.2233,-7.81415,0.0
21,5,34.2544,-7.61871,0.0
21,6,34.2851,-7.4231,0.0
21,7,34.3153,-7.22729,0.2
21,8,34.3452,-7.03131,0.0
21,9,34.3748,-6.83517,0.0
21,10,34.4039,-6.63885,3.2
21,11,34.4326,-6.44235,7.4
21,12,34.4609,-6.2457,6.3
21,13,34.4888,-6.04886,8.8
21,14,34.5164,-5.85187,31.5
21,15,34.5435,-5.65472,87.0
21,16,34.5702,-5.4574,168.0
21,17,34.5966,-5.25992,242.8
21,18,34.6225,-5.06229,332.1
21,19,34.648,-4.86447,473.8
21,20,34.6732,-4.66653,731.6
21,21,34.6979,-4.46844,1025.2
21,22,34.7223,-4.2702,1169.2
21,23,34.7462,-4.07181,1240.4
21,24,34.7697,-3.87329,1210.7
21,25,34.7928,-3.67462,951.5
21,26,34.8156,-3.4758,636.0
21,27,34.8379,-3.27686,479.3
21,28,34.8598,-3.07779,398.7
21,29,34.8813,-2.87857,287.3
21,30,34.9024,-2.67923,235.0
21,31,34.9231,-2.47977,266.0
21,32,34.9434,-2.28018,313.2
21,33,34.9633,-2.08044,330.2
21,34,34.9828,-1.88062,343.0
21,35,35.0019,-1.68066,339.4
21,36,35.0205,-1.48059,336.6
21,37,35.0388,-1.28043,424.4
21,38,35.0566,-1.08014,553.4
21,39,35.0741,-0.87973,627.8
21,40,35.0911,-0.67923,626.9
21,41,35.1077,-0.478638,595.0
21,42,35.1239,-0.277924,539.8
21,43,35.1397,-0.0771179,495.0
21,44,35.1551,0.123779,581.4
21,45,35.1701,0.324768,727.7
21,46,35.1846,0.525848,748.5
21,47,35.1988,0.72702,721.2
21,48,35.2125,0.928284,801.0
21,49,35.2258,1.12964,939.2
21,50,35.2387,1.33105,1036.0
21,51,35.2512,1.53256,1069.6
21,52,35.2633,1.73413,1032.8
21,53,35.275,1.93576,928.5
21,54,35.2862,2.13748,834.3
21,55,35.2971,2.33929,780.9
21,56,35.3075,2.54114,751.2
21,57,35.3175,2.74304,757.4
21,58,35.3271,2.94504,764.7
21,59,35.3363,3.14706,783.0
21,60,35.345,3.34915,828.6
21,61,35.3534,3.5513,823.9
21,62,35.3613,3.75348,796.8
21,63,35.3688,3.95572,740.3
21,64,35.3759,4.15802,564.5
21,65,35.3826,4.36035,420.7
21,66,35.3889,4.56271,402.1
21,67,35.3947,4.76514,397.5
21,68,35.4001,4.96756,388.3
21,69,35.4052,5.17004,418.1
21,70,35.4098,5.37256,527.4
21,71,35.4139,5.57507,767.3
21,72,35.4177,5.77765,1039.0
21,73,35.421,5.98022,1272.5
21,74,35.424,6.18283,1462.4
21,75,35.4265,6.38544,1437.7
21,76,35.4286,6.58807,1270.2
21,77,35.4302,6.79071,1173.7
21,78,35.4315,6.99335,1121.4
21,79,35.4323,7.19601,1078.2
21,80,35.4327,7.39868,1075.1
21,81,35.4327,7.60132,1104.1
21,82,35.4323,7.80399,1095.7
21,83,35.4315,8.00665,1047.5
21,84,35.4302,8.20929,1027.6
21,85,35.4286,8.41193,977.2
21,86,35.4265,8.61456,926.9
21,87,35.424,8.81717,904.3
21,88,35.421,9.01978,797.6
21,89,35.4177,9.22235,612.6
21,90,35.4139,9.42493,438.0
21,91,35.4098,9.62744,318.4
21,92,35.4052,9.82996,205.9
21,93,35.4001,10.0324,115.3
21,94,35.3947,10.2349,77.7
21,95,35.3889,10.4373,70.9
21,96,35.3826,10.6396,79.2
21,97,35.3759,10.842,57.3
21,98,35.3688,11.0443,14.9
21,99,35.3613,11.2465,0.0
21,100,35.3534,11.4487,0.0
22,0,34.2562,-8.63373,0.0
22,1,34.289,-8.4386,0.0
22,2,34.3213,-8.24326,0.0
22,3,34.3533,-8.04776,0.0
22,4,34.3848,-7.85205,0.0
22,5,34.416,-7.65616,0.0
22,6,34.4468,-7.46008,0.0
22,7,34.4772,-7.26382,0.0
22,8,34.5072,-7.06738,0.0
22,9,34.5368,-6.87079,0.0
22,10,34.566,-6.67398,0.0
22,11,34.5948,-6.47702,3.0
22,12,34.6232,-6.27991,4.8
22,13,34.6512,-6.08258,24.9
22,14,34.6788,-5.88513,83.9
22,15,34.706,-5.6875,160.3
22,16,34.7328,-5.48969,273.3
22,17,34.7592,-5.29175,374.5
22,18,34.7852,-5.09363,459.2
22,19,34.8109,-4.89536,703.0
22,20,34.8361,-4.69693,1107.0
22,21,34.8609,-4.49835,1331.7
22,22,34.8853,-4.29965,1236.8
22,23,34.9093,-4.10077,1069.1
22,24,34.9329,-3.90176,940.5
22,25,34.9561,-3.70261,773.9
22,26,34.9789,-3.5033,511.0
22,27,35.0013,-3.30386,315.7
22,28,35.0233,-3.10431,243.3
22,29,35.0448,-2.9046,167.5
22,30,35.066,-2.70477,105.5
22,31,35.0868,-2.50482,56.4
22,32,35.1071,-2.30475,31.9
22,33,35.1271,-2.10452,51.4
22,34,35.1466,-1.90421,109.5
22,35,35.1657,-1.70377,156.4
22,36,35.1844,-1.5032,161.3
22,37,35.2028,-1.30252,235.2
22,38,35.2207,-1.10175,360.1
22,39,35.2381,-0.900848,429.8
22,40,35.2552,-0.69986,465.9
22,41,35.2719,-0.498749,494.7
22,42,35.2881,-0.297546,477.3
22,43,35.304,-0.0962219,438.6
22,44,35.3194,0.105164,510.4
22,45,35.3344,0.306671,624.5
22,46,35.349,0.50824,595.7
22,47,35.3632,0.70993,542.0
22,48,35.377,0.911682,621.1
22,49,35.3904,1.11353,756.2
22,50,35.4033,1.31546,861.5
22,51,35.4158,1.51746,907.3
22,52,35.428,1.71954,899.4
22,53,35.4397,1.92169,859.6
22,54,35.451,2.12393,802.7
22,55,35.4618,2.32623,747.0
22,56,35.4723,2.52859,705.3
22,57,35.4823,2.73102,681.5
22,58,35.4919,2.9335,665.4
22,59,35.5012,3.13605,686.8
22,60,35.5099,3.33865,747.6
22,61,35.5183,3.54129,754.9
22,62,35.5263,3.74399,697.7
22,63,35.5338,3.94675,615.7
22,64,35.5409,4.14954,495.7
22,65,35.5476,4.35239,402.5
22,66,35.5539,4.55527,384.8
22,67,35.5598,4.75818,411.6
22,68,35.5652,4.96115,485.1
22,69,35.5702,5.16412,619.2
22,70,35.5748,5.36716,748.8
22,71,35.579,5.57019,907.7
22,72,35.5828,5.77328,1141.7
22,73,35.5862,5.97635,1253.9
22,74,35.5891,6.17947,1211.7
22,75,35.5916,6.3826,1118.9
22,76,35.5937,6.58575,1000.4
22,77,35.5954,6.78891,929.2
22,78,35.5966,6.99207,900.8
22,79,35.5975,7.19525,910.8
22,80,35.5979,7.39841,965.7
22,81,35.5979,7.60159,990.7
22,82,35.5975,7.80475,932.1
22,83,35.5966,8.00793,887.0
22,84,35.5954,8.21109,922.6
22,85,35.5937,8.41425,884.8
22,86,35.5916,8.6174,846.1
22,87,35.5891,8.82053,879.4
22,88,35.5862,9.02365,824.8
22,89,35.5828,9.22672,692.3
22,90,35.579,9.42981,535.2
22,91,35.5748,9.63284,360.4
22,92,35.5702,9.83588,194.2
22,93,35.5652,10.0388,93.0
22,94,35.5598,10.2418,57.4
22,95,35.5539,10.4447,53.3
22,96,35.5476,10.6476,62.9
22,97,35.5409,10.8505,41.3
22,98,35.5338,11.0533,7.0
22,99,35.5263,11.256,0.0
22,100,35.5183,11.4587,0.0
23,0,34.4175,-8.67368,0.0
23,1,34.4503,-8.47809,0.0
23,2,34.4827,-8.28229,0.0
23,3,34.5148,-8.0863,0.0
23,4,34.5465,-7.89014,0.0
23,5,34.5777,-7.69379,0.0
23,6,34.6086,-7.49725,0.0
23,7,34.6391,-7.30054,0.0
23,8,34.6691,-7.10364,0.0
23,9,34.6988,-6.90656,0.0
23,10,34.7281,-6.70929,0.0
23,11,34.757,-6.51187,0.1
23,12,34.7855,-6.31427,11.1
23,13,34.8136,-6.11649,47.2
23,14,34.8413,-5.91855,111.4
23,15,34.8686,-5.72043,182.4
23,16,34.8955,-5.52216,305.4
23,17,34.922,-5.32373,523.9
23,18,34.9481,-5.12512,754.6
23,19,34.9737,-4.92639,940.5
23,20,34.999,-4.72748,1036.3
23,21,35.0239,-4.52844,930.2
23,22,35.0484,-4.32922,716.1
23,23,35.0725,-4.12988,536.4
23,24,35.0961,-3.93036,421.6
23,25,35.1194,-3.73074,403.9
23,26,35.1423,-3.53094,331.2
23,27,35.1647,-3.33102,188.7
23,28,35.1868,-3.13098,119.1
23,29,35.2084,-2.93079,83.8
23,30,35.2296,-2.73047,40.8
23,31,35.2505,-2.53,12.3
23,32,35.2709,-2.32944,0.0
23,33,35.2909,-2.12872,0.0
23,34,35.3105,-1.92792,0.0
23,35,35.3297,-1.72696,9.1
23,36,35.3485,-1.52591,38.5
23,37,35.3668,-1.32474,95.7
23,38,35.3848,-1.12344,170.2
23,39,35.4023,-0.922058,212.6
23,40,35.4194,-0.720551,269.8
23,41,35.4361,-0.518951,346.6
23,42,35.4525,-0.317261,338.6
23,43,35.4684,-0.115448,288.8
23,44,35.4838,0.0864563,369.8
23,45,35.4989,0.288452,472.1
23,46,35.5135,0.49054,397.7
23,47,35.5278,0.692719,373.8
23,48,35.5416,0.894989,518.5
23,49,35.555,1.09735,628.5
23,50,35.568,1.29977,705.4
23,51,35.5806,1.50229,802.5
23,52,35.5927,1.7049,870.7
23,53,35.6044,1.90756,889.7
23,54,35.6158,2.11029,866.1
23,55,35.6267,2.31311,811.0
23,56,35.6371,2.51596,725.2
23,57,35.6472,2.7189,661.2
23,58,35.6569,2.92191,679.0
23,59,35.6661,3.12497,727.8
23,60,35.6749,3.32806,726.8
23,61,35.6833,3.53125,672.7
23,62,35.6913,3.73447,606.2
23,63,35.6989,3.93771,542.5
23,64,35.706,4.14105,500.9
23,65,35.7127,4.34439,492.9
23,66,35.719,4.54779,539.2
23,67,35.7249,4.75122,685.2
23,68,35.7304,4.95468,865.8
23,69,35.7354,5.1582,1000.6
23,70,35.74,5.36172,1055.2
23,71,35.7442,5.56531,1060.1
23,72,35.748,5.76889,1092.2
23,73,35.7514,5.97247,1062.4
23,74,35.7543,6.17612,954.1
23,75,35.7568,6.37976,894.9
23,76,35.7589,6.58344,874.2
23,77,35.7606,6.78708,859.8
23,78,35.7619,6.99078,856.1
23,79,35.7627,7.19446,882.2
23,80,35.7631,7.39816,942.5
23,81,35.7631,7.60184,915.4
23,82,35.7627,7.80554,794.0
23,83,35.7619,8.00922,720.1
23,84,35.7606,8.21292,716.3
23,85,35.7589,8.41656,708.8
23,86,35.7568,8.62024,730.1
23,87,35.7543,8.82388,807.5
23,88,35.7514,9.02753,843.9
23,89,35.748,9.23111,805.1
23,90,35.7442,9.43469,671.6
23,91,35.74,9.63828,442.6
23,92,35.7354,9.8418,204.0
23,93,35.7304,10.0453,63.0
23,94,35.7249,10.2488,45.4
23,95,35.719,10.4522,60.7
23,96,35.7127,10.6556,44.0
23,97,35.706,10.8589,14.7
23,98,35.6989,11.0623,1.0
23,99,35.6913,11.2655,0.0
23,100,35.6833,11.4688,0.0
24,0,34.5788,-8.71381,0.0
24,1,34.6117,-8.51776,0.0
24,2,34.6442,-8.3215,0.0
24,3,34.6764,-8.12506,0.0
24,4,34.7081,-7.92844,0.0
24,5,34.7395,-7.73163,0.0
24,6,34.7705,-7.53461,0.0
24,7,34.801,-7.33743,0.0
24,8,34.8312,-7.14005,0.0
24,9,34.861,-6.9425,0.0
24,10,34.8903,-6.74478,0.0
24,11,34.9193,-6.54688,0.0
24,12,34.9479,-6.34879,13.9
24,13,34.9761,-6.15054,39.9
24,14,35.0038,-5.95212,83.6
24,15,35.0312,-5.75354,189.2
24,16,35.0582,-5.55478,354.4
24,17,35.0848,-5.35587,673.6
24,18,35.1109,-5.1568,980.1
24,19,35.1367,-4.95758,892.2
24,20,35.1621,-4.75818,542.6
24,21,35.187,-4.55865,251.0
24,22,35.2116,-4.35895,119.5
24,23,35.2357,-4.15912,98.8
24,24,35.2595,-3.95914,82.4
24,25,35.2828,-3.759,75.9
24,26,35.3057,-3.55872,68.4
24,27,35.3283,-3.35831,38.3
24,28,35.3504,-3.15778,34.4
24,29,35.3721,-2.95709,33.7
24,30,35.3934,-2.75626,2.2
24,31,35.4143,-2.55533,0.0
24,32,35.4347,-2.35425,0.0
24,33,35.4548,-2.15305,0.0
24,34,35.4745,-1.95172,0.0
24,35,35.4937,-1.75031,0.0
24,36,35.5125,-1.54874,0.0
24,37,35.5309,-1.34708,3.2
24,38,35.549,-1.14529,71.3
24,39,35.5666,-0.94339,128.3
24,40,35.5837,-0.741394,145.9
24,41,35.6005,-0.539276,170.2
24,42,35.6168,-0.337067,152.7
24,43,35.6328,-0.134735,83.8
24,44,35.6483,0.0676575,135.0
24,45,35.6634,0.270172,240.7
24,46,35.6781,0.472778,210.8
24,47,35.6924,0.675446,233.9
24,48,35.7062,0.878235,373.9
24,49,35.7197,1.08109,486.9
24,50,35.7327,1.28403,624.8
24,51,35.7453,1.48706,769.6
24,52,35.7575,1.69016,876.6
24,53,35.7693,1.89334,960.7
24,54,35.7806,2.09659,1004.3
24,55,35.7916,2.2999,996.8
24,56,35.8021,2.5033,881.9
24,57,35.8122,2.70673,741.9
24,58,35.8219,2.91025,772.0
24,59,35.8311,3.11383,886.0
24,60,35.84,3.31744,881.9
24,61,35.8484,3.52115,782.9
24,62,35.8564,3.72485,712.6
24,63,35.864,3.92865,699.8
24,64,35.8711,4.13248,715.6
24,65,35.8779,4.33636,746.1
24,66,35.8842,4.54028,834.0
24,67,35.8901,4.74423,1017.9
24,68,35.8956,4.94821,1165.0
24,69,35.9006,5.15222,1143.8
24,70,35.9053,5.35629,1045.2
24,71,35.9095,5.56036,988.6
24,72,35.9133,5.76447,955.3
24,73,35.9167,5.9686,911.9
24,74,35.9196,6.17273,877.5
24,75,35.9221,6.37689,853.8
24,76,35.9243,6.58109,858.8
24,77,35.9259,6.78528,913.1
24,78,35.9272,6.98947,934.0
24,79,35.9281,7.1937,901.2
24,80,35.9285,7.39789,896.8
24,81,35.9285,7.60211,867.4
24,82,35.9281,7.8063,766.6
24,83,35.9272,8.01053,649.5
24,84,35.9259,8.21472,536.8
24,85,35.9243,8.41891,523.3
24,86,35.9221,8.62311,626.3
24,87,35.9196,8.82727,719.6
24,88,35.9167,9.0314,783.9
24,89,35.9133,9.23553,805.1
24,90,35.9095,9.43964,715.0
24,91,35.9053,9.64371,509.1
24,92,35.9006,9.84778,250.2
24,93,35.8956,10.0518,68.2
24,94,35.8901,10.2558,32.7
24,95,35.8842,10.4597,42.9
24,96,35.8779,10.6636,18.6
24,97,35.8711,10.8675,0.0
24,98,35.864,11.0714,0.0
24,99,35.8564,11.2751,0.0
24,100,35.8484,11.4789,0.0
25,0,34.7402,-8.75412,0.0
25,1,34.7732,-8.55762,0.0
25,2,34.8058,-8.3609,0.0
25,3,34.8381,-8.164,0.0
25,4,34.8699,-7.96692,0.0
25,5,34.9013,-7.76962,0.0
25,6,34.9324,-7.57214,0.0
25,7,34.963,-7.37451,0.0
25,8,34.9933,-7.17667,0.0
25,9,35.0232,-6.97864,0.0
25,10,35.0526,-6.78043,0.0
