Date;TMPmax_Obs;TMPmin_Obs;PRCsum_Obs;RS_Obs
15/12/2016;15.5;7.1;1.5;4.23
16/12/2016;15.6;10.9;0;3.64
17/12/2016;13.7;3.2;0;7.05
18/12/2016;11.3;1.1;0;7.98
19/12/2016;12.4;1.5;18;3.81
20/12/2016;10.5;5;3.5;3.11
21/12/2016;11.1;6;0;2.99
22/12/2016;14.6;3.7;0;7.17
23/12/2016;14;1.9;0.5;7.46
24/12/2016;15.3;3.1;0;6.94
25/12/2016;12.6;10.3;0;3.6
26/12/2016;12.9;5.3;0;4.93
27/12/2016;14.2;6.1;0;7.62
28/12/2016;12.7;3.5;0;8.4
29/12/2016;15.6;0.3;0;7.84
30/12/2016;12.2;4.4;0;3.81
31/12/2016;10.6;0.9;0;8
01/01/2017;11.3;1.8;0;5.2
02/01/2017;14.2;1.2;0;6.94
03/01/2017;7.1;1.2;0;7.86
04/01/2017;10.8;-2.1;0.5;8.2
05/01/2017;7.4;3.9;0;8.44
06/01/2017;5;-0.9;0;8.22
07/01/2017;6.9;-4.2;0;8.15
08/01/2017;7.3;1.5;0;2.84
09/01/2017;7.1;-0.8;0;8.51
10/01/2017;7.5;1.5;2;4.02
11/01/2017;10.8;-1.5;0;8.62
12/01/2017;14.8;0;0;7.39
13/01/2017;10;4.7;0;9.24
14/01/2017;7.2;-1;0;8.65
15/01/2017;6;1.3;0;9.33
16/01/2017;6;0.2;0;9.42
17/01/2017;3.3;-1.7;0;9.44
18/01/2017;6.3;-3.2;0;7.29
19/01/2017;8.2;-4;0;8.49
20/01/2017;11;-1.6;0;8.78
21/01/2017;10.4;0.3;0;8.15
22/01/2017;6.5;2.4;8;2.4
23/01/2017;8.3;3.2;0;4.97
24/01/2017;6.2;-0.8;0;9.79
25/01/2017;5.7;-3.4;15;6.54
26/01/2017;10.9;0.3;26.5;2.21
27/01/2017;12.5;7.1;0;4.77
28/01/2017;13.5;9.2;0.5;3.47
29/01/2017;14.1;5;0;9.72
30/01/2017;14.2;2;0.5;6.68
31/01/2017;14;8.7;0;3.01
01/02/2017;15.6;9.5;0;6.69
02/02/2017;16.9;6.9;0;9.47
03/02/2017;12.7;3.1;1.5;4.05
04/02/2017;16;3.8;2.5;7.96
05/02/2017;10.4;7.5;11;2.45
06/02/2017;11.1;6;0;11.37
07/02/2017;14.7;6.4;0;7.44
08/02/2017;11;8.5;0;6.15
09/02/2017;10.6;4.2;0.5;5.74
10/02/2017;12.5;5.5;0;7
11/02/2017;12.5;3.9;0;5.04
12/02/2017;16.2;8.8;0.5;8.57
13/02/2017;16.5;13;0;6.56
14/02/2017;16.1;13.5;0;5.81
15/02/2017;17.8;10.2;0;7.43
16/02/2017;16.9;6.7;0;11.24
17/02/2017;17.8;2.9;0;11.56
18/02/2017;17.5;6.4;0;12.18
19/02/2017;16.4;4.7;0;13.81
20/02/2017;17;5.7;0;14.36
21/02/2017;19.4;4;0;14.21
22/02/2017;19.8;7.1;0;13.83
23/02/2017;17.1;3.5;0;13.92
24/02/2017;14;7.8;0;10.55
25/02/2017;15.9;4.4;0;15.06
26/02/2017;16.1;0.6;0;15.21
27/02/2017;12.6;4.9;2.5;1.88
28/02/2017;14.3;8.5;1.5;6.14
01/03/2017;14;-0.8;0;13.86
02/03/2017;18.2;4.7;0.5;13.63
03/03/2017;17.6;5.4;10;14.35
04/03/2017;12.3;6.9;2;6.85
05/03/2017;11.3;-0.1;1.5;7.97
06/03/2017;18.3;3.8;1;9.29
07/03/2017;12.7;5.1;0;13.79
08/03/2017;18.1;6.4;0;16.65
09/03/2017;20.3;11.9;0;17.15
10/03/2017;20;12.1;0;18.28
11/03/2017;21.7;9.2;0;17.2
12/03/2017;14.7;5.4;1;6.83
13/03/2017;18.3;8;0;16.59
14/03/2017;19.9;4.9;0;16.79
15/03/2017;21.9;8.4;0;18.41
16/03/2017;20.2;5.5;0;18.52
17/03/2017;18.1;2.8;0.5;18.07
18/03/2017;20.4;4.8;0;15.57
19/03/2017;21.5;12.7;0;19.37
20/03/2017;17.6;7.9;0;10.34
21/03/2017;19.2;6.4;0;16.29
22/03/2017;16.8;7.4;0;14.96
23/03/2017;17.4;11.3;17;11.12
24/03/2017;17.3;10.8;1.5;2.97
25/03/2017;16.9;9.2;14;3
26/03/2017;17.2;5;0;16.25
27/03/2017;17.3;6.7;0.5;19.5
28/03/2017;19.1;5.7;0;19.32
29/03/2017;22.2;6.7;0;21.83
30/03/2017;23.2;6;0;21.96
31/03/2017;19.2;6.3;4.5;18.79
01/04/2017;10.4;8.7;21.5;2.68
02/04/2017;15.6;8.3;0;9.46
03/04/2017;22.7;8.5;0;22.21
04/04/2017;21.5;13.4;0;22.74
05/04/2017;20.2;11;0.5;20.99
06/04/2017;19;7.6;0;23.05
07/04/2017;21.8;7.1;0;23.3
08/04/2017;20.8;5.8;0;23.32
09/04/2017;22.4;6.8;0.5;23.77
10/04/2017;22.9;6;0;23.78
11/04/2017;20.3;9.9;0;22.74
12/04/2017;22.3;8.2;0;23.8
13/04/2017;25.2;6.4;0;25.08
14/04/2017;25.3;13.7;0;24.16
15/04/2017;23.1;13.6;0;21.18
16/04/2017;20;12.4;0;25.55
17/04/2017;22;10.4;0;25.87
18/04/2017;16.2;11.1;0;26.65
19/04/2017;15.9;5.5;0;27.14
20/04/2017;15.9;3.8;0;26.86
21/04/2017;18.6;4.2;0;26.43
22/04/2017;21.9;3.2;0;26.35
23/04/2017;22;5.8;0;26.88
24/04/2017;19.5;6.3;0;21.94
25/04/2017;18.7;7.3;47;15.54
26/04/2017;15.7;10.6;0;8.58
27/04/2017;12.5;6.9;0;12.94
28/04/2017;14.4;4.4;0;27.62
29/04/2017;18.7;3.8;0;27.7
30/04/2017;15;8.2;21;6.38
01/05/2017;17.8;5.4;0;25.38
02/05/2017;16.9;4.8;5;11.97
03/05/2017;18.8;6.5;0.5;23.87
04/05/2017;18.9;6.8;0;18.21
05/05/2017;21.8;6.4;0;19.85
06/05/2017;18.3;10.2;10;14.12
07/05/2017;21.1;8.3;0;27.81
08/05/2017;19;12.5;0;29.33
09/05/2017;22;9.7;0;28.95
10/05/2017;17.6;8.7;0.5;9.32
11/05/2017;19.7;9.8;0.5;8.38
12/05/2017;22.2;13.2;0;21.45
13/05/2017;23.8;10.3;0.5;27.75
14/05/2017;25.5;11.7;0;23.41
15/05/2017;27.7;15.3;0;29.51
16/05/2017;26.5;13.8;0;26.96
17/05/2017;26.2;12.7;0;28.68
18/05/2017;24.8;14.3;1;26.78
19/05/2017;21.4;9.6;0;27.92
20/05/2017;22.3;9.3;0;30.41
21/05/2017;25.7;11.1;0;29.36
22/05/2017;25;10.1;0;18
23/05/2017;30.4;10.9;0;27.8
24/05/2017;27.6;17;0;28.84
25/05/2017;28.7;15.5;0;29.18
26/05/2017;27.5;13.8;0;26.8
27/05/2017;28.8;13.1;0;29.22
28/05/2017;29.4;13.3;0;29.72
29/05/2017;28.5;12.2;0;28.89
30/05/2017;28.6;13.1;2.5;26.6
31/05/2017;27.5;14.9;0;17.26
01/06/2017;26.5;15;0;19.4
02/06/2017;27;15.1;0;27.62
03/06/2017;26.6;15.4;16.5;21.38
04/06/2017;24.7;15.5;0;29.67
05/06/2017;26.8;17.1;0;29.49
06/06/2017;26.1;13.7;0;25.23
07/06/2017;23.2;13.1;0;30.91
08/06/2017;27.1;12.5;0;30.92
09/06/2017;28;13;0;27.03
10/06/2017;32.1;13.9;0;30.24
11/06/2017;30;15.6;0;30.48
12/06/2017;35.7;16.3;0;29.16
13/06/2017;31.1;18.9;0;28.83
14/06/2017;31.1;16.4;0;29.25
15/06/2017;36.3;18.8;0;25.16
16/06/2017;33;23.7;0;30.94
17/06/2017;31.7;20.6;0;30.17
18/06/2017;33.1;20;0;29.64
19/06/2017;31.9;17.4;0;29.96
20/06/2017;30.3;15.5;0;30.04
21/06/2017;29.9;17.6;0;28.92
22/06/2017;30.6;20.3;0;27.56
23/06/2017;35.5;19.8;0;28.09
24/06/2017;34.6;21.5;0;28.54
25/06/2017;32.3;21.2;0;29.08
26/06/2017;32.3;18.9;0;17.47
27/06/2017;31.8;18.4;13;27.63
28/06/2017;25.2;16.5;1;17.22
29/06/2017;24.9;13.4;0;30.04
30/06/2017;24.7;12.8;0;29.47
01/07/2017;25.3;13.2;0;24.72
02/07/2017;25.7;16.9;0;30.41
03/07/2017;29.8;18.8;0;31.02
04/07/2017;29.3;15.3;0;30.8
05/07/2017;30.6;15.3;0;30.84
06/07/2017;31.9;15;0;28.63
07/07/2017;34.6;17.2;0;29.03
08/07/2017;34.6;18;0;24.51
09/07/2017;30.9;20.7;0;22.63
10/07/2017;32;18.1;0;25
11/07/2017;30.7;17.6;0;21.8
12/07/2017;33.5;17.3;0;29.11
13/07/2017;32.3;21.2;0;30.34
14/07/2017;31;21.5;0;30.49
15/07/2017;30.5;21.3;0;30.13
16/07/2017;32.9;18.7;0;28.86
17/07/2017;31.3;16.1;0;28.72
18/07/2017;31.2;16.1;0;27.28
19/07/2017;31.4;16.6;0.5;21.27
20/07/2017;32.6;19.2;1;25.72
21/07/2017;30.5;18.3;0;24.66
22/07/2017;31.1;18.6;0;25.24
23/07/2017;32.6;19.4;0;27.86
24/07/2017;28.8;20.6;0;21.64
25/07/2017;27.1;18.2;0;28.36
26/07/2017;29;18.5;0;28.92
27/07/2017;31.7;21.2;0;26.07
28/07/2017;32.7;19.8;0;28.39
29/07/2017;31.2;17.7;0;27.06
30/07/2017;31.7;18.5;0;24.07
31/07/2017;37.2;17.3;0;24.98
01/08/2017;35.6;21.4;0;18.66
02/08/2017;36.8;20.4;0;25.09
03/08/2017;36.3;20.9;0;23.87
04/08/2017;38.6;21.9;0;25.63
05/08/2017;38.1;24.4;7;26.18
06/08/2017;31.5;18.7;0;23.01
07/08/2017;33.2;19.3;0;26.75
08/08/2017;26.5;21.4;0;7.41
09/08/2017;30.1;16.7;0;26.81
10/08/2017;26.4;17;0;23.17
11/08/2017;24.1;15.8;0;22.51
12/08/2017;28.3;15.3;0;26.86
13/08/2017;31.7;17.2;0;25.18
14/08/2017;30.5;14.8;0;25.05
15/08/2017;32.1;15;0;24.88
16/08/2017;31.8;15.4;0;18.56
17/08/2017;35.1;17;0;24.39
18/08/2017;33.7;18.7;0;22.46
19/08/2017;29.9;21.4;0;22.5
20/08/2017;27.5;17.6;0;25.04
21/08/2017;31.3;16.3;0;25.15
22/08/2017;29.8;14;0;25.09
23/08/2017;29.9;15.6;0;20.7
24/08/2017;28.8;17.9;0;14.51
25/08/2017;31.1;15.7;0;19.44
26/08/2017;32;17.3;0;20.28
27/08/2017;33.7;17.8;0;21.52
28/08/2017;33.9;18.4;0;20.62
29/08/2017;31.9;17.5;0;20.42
30/08/2017;32.7;18.3;0;15.97
31/08/2017;26.4;20.6;0.5;8.83
01/09/2017;24.8;15;0;23.68
02/09/2017;23.3;14.9;0;22.83
03/09/2017;25.2;14.2;0;18.79
04/09/2017;28.5;13.1;0;19.91
05/09/2017;31.1;13.8;0;22.09
06/09/2017;29;17.3;0;19.84
07/09/2017;25.2;16.8;0;22.16
08/09/2017;26.8;15.4;0;20.33
09/09/2017;18.9;14.2;3;3.89
10/09/2017;22.5;11.8;0;21.53
11/09/2017;26.1;11.9;0;19.77
12/09/2017;24.9;13.4;0;20.05
13/09/2017;25.6;9.6;0;20.38
14/09/2017;26.4;13.9;0;17.92
15/09/2017;18;13.2;0;4.36
16/09/2017;22.3;5.9;0;19.95
17/09/2017;20.9;9.3;0;18.02
18/09/2017;20;11.8;0;9.25
19/09/2017;20.1;9.6;0;15.95
20/09/2017;22.4;12.3;0;20.2
21/09/2017;23.4;8.8;0;19.52
22/09/2017;24.7;11.8;0;16.68
23/09/2017;24.7;13.1;0;15.04
24/09/2017;27.6;11.2;0;16.44
25/09/2017;22.2;11.3;0;10.11
26/09/2017;25.2;11.3;1;11.28
27/09/2017;25;11.6;0;17.26
28/09/2017;25.9;10.8;0;16.37
29/09/2017;26.4;10.9;0;17.12
30/09/2017;21.9;10.7;4.5;6.36
01/10/2017;23.1;11.8;0;13.93
02/10/2017;24;14.4;0;10.33
03/10/2017;26.4;12.3;0;13.32
04/10/2017;25.3;12.5;0;13.17
05/10/2017;26;11.1;0;16.75
06/10/2017;20.5;15.5;0;16.94
07/10/2017;21.4;8.5;0;16.55
08/10/2017;23.5;5.2;0;15.83
09/10/2017;22.7;13.5;0;15.89
10/10/2017;23.8;12.4;0;15.29
11/10/2017;24.1;8;0;12.51
12/10/2017;27;13.2;0;14.06
13/10/2017;22.3;10.6;0;12.87
14/10/2017;23.1;15.3;0;9.81
15/10/2017;25.5;11;0;13.05
16/10/2017;24.7;10.9;0.5;12.61
17/10/2017;22.7;9.3;0.5;13.52
18/10/2017;23.3;9.4;0;9.94
19/10/2017;25.5;16.5;0;8.83
20/10/2017;25.1;15.1;0;10.46
21/10/2017;24.4;13.3;0;10.96
22/10/2017;19.2;12;0;12.58
23/10/2017;17.9;10.9;0;13.15
24/10/2017;22.7;13.1;0;12.86
25/10/2017;24.7;9.5;0;12.41
26/10/2017;22.7;6.6;0;10.91
27/10/2017;24;6.5;0;12
28/10/2017;18.4;11.2;0;12.57
29/10/2017;18.6;10.6;0;11.73
30/10/2017;17.3;10.9;0;11.59
31/10/2017;19.7;6.7;0;10.91
01/11/2017;21;6.7;0;10.55
02/11/2017;19.3;8.4;0;5.48
03/11/2017;19.9;8.4;0;8.61
04/11/2017;20.9;14.2;55.5;3.88
05/11/2017;13.9;10.6;0.5;7.94
06/11/2017;11;7.4;0;9.99
07/11/2017;11.8;6.6;0;9.67
08/11/2017;12.1;4.2;0;7.85
09/11/2017;13.7;5.9;0;8.62
10/11/2017;12.7;3.5;0;8.47
11/11/2017;17;10.1;0;9.93
12/11/2017;19.3;7.7;1.5;9.07
13/11/2017;11.2;6.2;0;9.78
14/11/2017;11.5;6.2;0;10.03
15/11/2017;14.3;0.9;0;9.72
16/11/2017;14.3;2.4;0;9.45
17/11/2017;14.1;1.7;0;8.12
18/11/2017;13;4;0;9.24
19/11/2017;14.4;4.8;0;9.16
20/11/2017;14;6.7;0;9.13
21/11/2017;18.9;5.2;0;8.8
22/11/2017;17.1;3.7;0;6.06
23/11/2017;17.6;10.3;0;6.38
24/11/2017;14.3;7;0;1.75
25/11/2017;16.5;10.2;0;3.64
26/11/2017;10;5.5;0;8.6
27/11/2017;11.4;4.5;0;8.42
28/11/2017;13.6;-0.7;0;8.15
29/11/2017;11.4;0.8;0;8.01
30/11/2017;9;2.7;0;8.15
01/12/2017;5.9;-2.7;0;5.6
02/12/2017;3.9;1.1;0;2.37
03/12/2017;4.7;1;0;7.89
04/12/2017;10.1;0.3;0;7.97
05/12/2017;11.7;2.7;0;7.85
06/12/2017;12.1;0.8;0;7.06
07/12/2017;14;2.2;0.5;5.35
08/12/2017;11.2;4.9;0;3.58
09/12/2017;7.3;2;0;7.53
10/12/2017;13.8;-1.8;14.5;0.85
11/12/2017;14.3;6.6;6.5;0.76
12/12/2017;9;1.3;0;4.82
13/12/2017;10.2;-0.3;1;6.44
14/12/2017;15.1;5.5;0;4.91
15/12/2017;11.6;5.1;0;5.88
16/12/2017;8.8;1.9;0;7.25
17/12/2017;8.2;3.7;0;7.45
18/12/2017;6.5;2.5;2;2.47
19/12/2017;9.1;0.1;0;5.99
20/12/2017;10.4;1.5;0;5.58
21/12/2017;11;1.3;0;7.19
22/12/2017;14.7;7.6;0;6.37
23/12/2017;14.5;5.8;0;6.91
24/12/2017;12.2;-0.5;0;7.24
25/12/2017;12.3;-0.5;1;2.03
26/12/2017;13.7;8;1;4.67
27/12/2017;11.5;6;1;4.1
28/12/2017;7.6;2.6;0;7.42
29/12/2017;5.7;2;2.5;2.43
30/12/2017;13.5;2.2;1;3.87
31/12/2017;15.3;1;1;5.15
01/01/2018;12.6;7.5;0;5.89
02/01/2018;12.9;3.7;0;5.66
03/01/2018;18;3.3;0;3.96
04/01/2018;18.2;7;0;4.06
05/01/2018;19.3;6.2;0;7.28
06/01/2018;15.8;8.1;0;4.42
07/01/2018;18.4;12.8;0;5.65
08/01/2018;17;9.2;14.5;1.96
09/01/2018;13.5;8.8;0;6.09
10/01/2018;14.8;7.5;0;5.22
11/01/2018;12;3.5;0;6.9
12/01/2018;12.6;6.1;0;7.97
13/01/2018;13.3;1.2;0;7.51
14/01/2018;11.8;7;0;3.2
15/01/2018;14.1;7.1;0.5;5.68
16/01/2018;17.2;7.3;0;7.09
17/01/2018;13.4;9.1;0;8.48
18/01/2018;13.2;-0.5;0;8.57
19/01/2018;14.5;2;0;8.04
20/01/2018;12.5;2.6;0;2.86
21/01/2018;14.7;6.7;0;8.91
22/01/2018;18.7;8.1;0;5.7
23/01/2018;15.1;9.5;0;9.44
24/01/2018;15.3;3.9;0;6.16
25/01/2018;14.3;6.2;0;3.67
26/01/2018;12.5;5.8;85;0.76
27/01/2018;10.7;5.1;8.5;3.52
28/01/2018;13.3;3.8;0;9.93
29/01/2018;14.3;4;0;10.02
30/01/2018;13.2;1.2;0.5;9.94
31/01/2018;12.4;0.7;0;7.84
01/02/2018;8.4;6.4;4;2.44
02/02/2018;7.6;4;0;5.56
03/02/2018;9.1;4;0;10.33
04/02/2018;12.1;-0.9;3.5;10.82
05/02/2018;10.5;4;1;2.64
06/02/2018;8.9;6.3;6;2.3
07/02/2018;6.1;1.5;0.5;11.26
08/02/2018;6.8;1.4;0;10.03
09/02/2018;7.6;-3.6;0;10.62
10/02/2018;8.2;-0.1;0;12.12
11/02/2018;11.2;2.7;0;8.66
12/02/2018;8.5;3.5;0;12.69
13/02/2018;8.6;0.9;0;10.96
14/02/2018;10.1;-1.3;0.5;10.8
15/02/2018;11.8;1.4;0.5;8.43
16/02/2018;17.1;2.7;0;9.84
17/02/2018;12.2;8;2;1.97
18/02/2018;10.1;5.6;0;12
19/02/2018;12.2;2.4;0;12.08
20/02/2018;11.4;4.9;0;9.83
21/02/2018;8.1;1.7;0;11.29
22/02/2018;8.2;1;0;9.81
23/02/2018;8.9;-1.3;0;11.69
24/02/2018;5.7;2.5;5.5;3.22
25/02/2018;9;1.9;0.5;12.61
26/02/2018;2.7;-1.9;0;15.5
27/02/2018;3.1;-5.3;0;13.32
28/02/2018;5.6;-4.8;2.5;3.78
01/03/2018;8.5;2.2;2.5;1.6
02/03/2018;13.9;4.3;13;12.88
03/03/2018;17.2;5.2;0;15.15
04/03/2018;13.4;3.2;1;6.46
05/03/2018;13.3;8.6;6.5;5.22
06/03/2018;15.6;6.8;1.5;12.87
07/03/2018;13.7;3.1;0;15.79
08/03/2018;14.9;0.1;0;14.4
09/03/2018;16;3.8;0;8.07
10/03/2018;18.1;11.8;3;9.76
11/03/2018;17.3;12;0;12.49
12/03/2018;16;6;0;11.79
13/03/2018;15.9;3.8;0;16.92
14/03/2018;16.5;5.1;6.5;17.68
15/03/2018;15.8;9.5;9.5;5.68
16/03/2018;18;5.4;21;17.79
17/03/2018;15.1;4.6;6;17.14
18/03/2018;12.6;6.2;0;12.32
19/03/2018;14.2;4.3;0;20.03
20/03/2018;8.9;2.3;0;18.23
21/03/2018;9.9;2.6;0;14.19
22/03/2018;11.6;1.4;0;20.28
23/03/2018;14.8;5.7;0;20.83
24/03/2018;14.5;2.2;0;6.57
25/03/2018;15.3;5.1;0;12.61
26/03/2018;17.4;6;0;20.74
27/03/2018;16.3;8.8;0;14.06
28/03/2018;19.5;5.6;1;19.39
29/03/2018;19.4;9;0;15.16
30/03/2018;16.8;6;0;15.26
31/03/2018;16.4;5.8;0;18.4
01/04/2018;16.1;4.8;0;22.74
02/04/2018;16;3;0;11.62
03/04/2018;20.1;10.3;0;14.29
04/04/2018;19.2;12.2;0;17.86
05/04/2018;20;5.9;0;23.31
06/04/2018;19.1;5.3;0.5;22.34
07/04/2018;24.2;5.6;0;18.09
08/04/2018;21.3;13.8;3;8.65
09/04/2018;17.3;11.1;10.5;14.58
10/04/2018;15.5;10.4;1;17.69
11/04/2018;13.4;8.4;51;3.13
12/04/2018;12;6.7;11;7.02
13/04/2018;17.6;8.5;2.5;17.93
14/04/2018;18.2;10.7;0.5;9.53
15/04/2018;22.4;8.6;0;19.11
16/04/2018;22.3;11.9;0;21.23
17/04/2018;26.3;10.2;0;24.57
18/04/2018;25.6;10.8;0;24.21
19/04/2018;24.5;11.7;0;24.31
20/04/2018;25.7;10.9;0;24.4
21/04/2018;26.7;12;0;24.85
22/04/2018;24.3;9.5;0;24.16
23/04/2018;23;10.7;0;16.44
24/04/2018;27.7;12.9;0.5;25.85
25/04/2018;26.5;10.8;0;25.46
26/04/2018;22.5;13.3;0;27.37
27/04/2018;22.2;9.5;0;21.98
28/04/2018;21.3;10.6;0;24.53
29/04/2018;21.8;12.6;16;11.55
30/04/2018;18;6.5;1.5;19.76
01/05/2018;15.5;9.5;0.5;13.97
02/05/2018;20.1;9.7;0;23.8
03/05/2018;19.5;13.4;0;19.03
04/05/2018;22.4;14.7;0;16.26
05/05/2018;24.3;12.1;3.5;21.37
06/05/2018;25.7;13.4;1;20.84
07/05/2018;23.9;12.7;4;19.85
08/05/2018;24.2;14.1;0;19.8
09/05/2018;25.7;14.1;10;21.21
10/05/2018;22.6;13.8;0;24.4
11/05/2018;22.6;9.6;0;27.85
12/05/2018;21.2;9.8;0;24.07
13/05/2018;10.1;7.1;31.5;4.49
14/05/2018;15.9;7.3;1;11.6
15/05/2018;20.9;9.5;0;19.94
16/05/2018;23.6;12.3;0;24.45
17/05/2018;23.5;11.4;0;20.51
18/05/2018;24.1;11.4;1.5;27.31
19/05/2018;25.5;11.4;0;25.2
20/05/2018;25;12.1;0.5;28.97
21/05/2018;24.6;13.1;5.5;17.68
22/05/2018;21.6;14;10.5;14.58
23/05/2018;24.8;13.3;0.5;24.66
24/05/2018;25.5;12.3;0;25.54
25/05/2018;27;12.6;0;28.1
26/05/2018;28.1;14.3;1;11.91
27/05/2018;27.7;15.3;1;14.45
28/05/2018;22.3;18.1;2;14.3
29/05/2018;24.9;14.2;0;27.66
30/05/2018;24.4;16.4;7.5;11.52
31/05/2018;23.4;16.3;6.5;15.62
01/06/2018;27.7;13.7;0.5;28.91
02/06/2018;25.6;14.9;0;23.61
03/06/2018;25.2;16.5;2.5;15.78
04/06/2018;25;17.5;0.5;15.66
05/06/2018;25.6;15.3;1;24.05
06/06/2018;25.3;17.2;2;21.63
07/06/2018;22.5;16.2;1.5;13.1
08/06/2018;27;15.7;0;26.17
09/06/2018;27.6;14.4;0;30.61
10/06/2018;28.4;15;4;21.3
11/06/2018;24.9;17;10;10.75
12/06/2018;26.4;15.6;1;26.99
13/06/2018;22.6;15.8;0.5;19.81
14/06/2018;24.9;15.8;0;31.73
15/06/2018;28.5;17.4;0;27.95
16/06/2018;29.6;15.8;0;29.55
17/06/2018;27.6;19.9;0;27.93
18/06/2018;28.4;18.4;0;31.44
19/06/2018;32.6;17.8;0;30.82
20/06/2018;31.9;17.2;0;31.9
21/06/2018;31.9;19.6;0;27.73
22/06/2018;26.1;19.2;0;32.11
23/06/2018;28.9;14.6;0;29.92
24/06/2018;29.8;16.1;0;27.69
25/06/2018;30;14.9;0;31.57
26/06/2018;28.8;15.1;0;31.04
27/06/2018;32.5;15.9;0;31.15
28/06/2018;31.1;19.4;0;30.57
29/06/2018;30.2;15.8;0;29.37
30/06/2018;32.7;15.2;0;30.53
01/07/2018;32.5;15.7;0;30.82
02/07/2018;30.6;17.1;0;29.51
03/07/2018;31.5;19.8;0;28.84
04/07/2018;33.1;18.8;0;30.33
05/07/2018;32.3;19.2;0;29.48
06/07/2018;29.8;18.4;0;30.92
07/07/2018;33;21.1;0;30.78
08/07/2018;34.2;20.5;0;30.76
09/07/2018;33.5;21.2;0;29.93
10/07/2018;33.1;22;0;30.74
11/07/2018;30;20.8;0;31.81
12/07/2018;31.5;15.4;0;28.78
13/07/2018;34.9;16.2;0;29.51
14/07/2018;32.6;19.6;0;25.46
15/07/2018;33.9;18.5;0;28.95
16/07/2018;27.4;19.8;4;8.3
17/07/2018;33;20.6;0;30.42
18/07/2018;34.3;21.1;0;29.67
19/07/2018;35;17.6;0;29.4
20/07/2018;33.3;18.2;7.5;25.42
21/07/2018;30;17.7;0;29.03
22/07/2018;30.7;20;0;25.66
23/07/2018;33.7;21.8;0;29.66
24/07/2018;32.2;18.1;0;29.14
25/07/2018;35.8;18.7;0;28.92
26/07/2018;34.6;20.6;0;28.51
27/07/2018;34.1;19.7;0;27.81
28/07/2018;33.6;20.2;0;22.41
29/07/2018;33.8;21.1;0;28.14
30/07/2018;35.2;18.6;0;27.41
31/07/2018;36;20.1;0;27.57
01/08/2018;37.6;20.6;0;25.56
02/08/2018;37.4;20.7;0;27.3
03/08/2018;35.1;22.2;0;25.17
04/08/2018;36.4;22.4;0;26.81
05/08/2018;36.3;22.5;0;25.52
06/08/2018;35.2;21;0;26.54
07/08/2018;32.9;20.5;0;26.42
08/08/2018;32.3;22;0;22.21
09/08/2018;28.5;20.8;26;7.76
10/08/2018;29.7;18.9;0;26.41
11/08/2018;30;17.1;0;27.81
12/08/2018;32.2;16.1;17.5;26.58
13/08/2018;29;18.6;0.5;23.77
14/08/2018;28.6;17.5;0;27.05
15/08/2018;31.6;18.2;0;26.83
16/08/2018;31.7;18.1;0;26.4
17/08/2018;31.8;16.4;1.5;24.65
18/08/2018;30.8;18.7;0;22.78
19/08/2018;32.7;18.6;0;25.17
20/08/2018;33.3;18.7;0;22.22
21/08/2018;33.6;19.3;0;24.41
22/08/2018;33.5;20.4;5.5;18.18
23/08/2018;32.7;18.1;0;24.93
24/08/2018;29.4;21.8;0;22.47
25/08/2018;23.5;18.3;0;16.94
26/08/2018;25.2;14.9;0;25.85
27/08/2018;30.5;13.4;0;25.03
28/08/2018;30.1;14.5;0;24.27
29/08/2018;30.9;18.7;0.5;21.56
30/08/2018;25.5;19.2;0;21.6
31/08/2018;27.3;18.7;0;23.27
01/09/2018;25.5;16.2;0;24.31
02/09/2018;27;13.8;0;23.93
03/09/2018;29;13.1;0;23.4
04/09/2018;30.6;13.9;0;22.48
05/09/2018;29.1;14.5;0;18.87
06/09/2018;25.9;16.8;18;11.63
07/09/2018;27.7;18.1;0;22.87
08/09/2018;28.5;14.7;0;21.92
09/09/2018;28.5;14.9;0;17.44
10/09/2018;30.1;16.7;0.5;18.3
11/09/2018;30.4;16.1;0;21.08
12/09/2018;30.3;15.7;0.5;15.75
13/09/2018;31.6;17.5;0;19.99
14/09/2018;28.7;19.9;0;21.09
15/09/2018;28.6;17.3;0;18.45
16/09/2018;27.8;16;0;12.43
17/09/2018;28.5;15.9;0;18.28
18/09/2018;28.8;16.4;0;17.51
19/09/2018;30.6;17.4;0.5;19.09
20/09/2018;31.9;15.9;0;19.42
21/09/2018;30.1;15.6;0;18.68
22/09/2018;27.8;15.6;0;19.64
23/09/2018;32.8;18.1;0;19.36
24/09/2018;20.5;16.2;0;19.77
25/09/2018;24.9;13.1;0;15.87
26/09/2018;25.3;11.2;0;18.76
27/09/2018;24.8;10.1;0;18.98
28/09/2018;29.8;9.8;0;18.93
29/09/2018;26.7;14.3;0;17.6
30/09/2018;24.7;14.2;0;12.03
01/10/2018;18.8;13.7;0;17.31
02/10/2018;19.5;11.9;0;17.12
03/10/2018;23.8;11.5;0;17.9
04/10/2018;27.1;11.7;0;17.3
05/10/2018;27;12.4;0;17.19
06/10/2018;24.4;13;15;12.6
07/10/2018;20.5;12.5;1.5;15.18
08/10/2018;22.8;13.1;8;6.25
09/10/2018;26.6;15.1;0;11.52
10/10/2018;20.3;13.5;60;1.42
11/10/2018;24.3;16.4;0;10.82
12/10/2018;23.8;13.6;0.5;12.12
13/10/2018;24.5;13.5;0;14.96
